Цена;Площадь_участка;Площадь_помещения;Стоимость_специальных_возможностей;Расстояние_до_ближайшей_железнодорожной_линии;Расстояние_до_океана;Расстояние_до_ближайшего_водоема_;Расстояние_до_центрального_делового_района_Майами;Расстояние_до_ближайшего_субцентра;Расстояние_до_ближайшего_шоссе;Возраст_строения;Шум_от_самолетов;Месяц_продажи;Качество_строения
155000;8250;1066;6063;8972;41760;1573;58949;58949;1745;42;0;6;5
217000;8800;1331;9259;8259;41015;961;58788;58788;1781;30;0;12;5
224000;7950;1902;1721;10028;43495;3166;59607;59607;1933;62;0;8;5
200000;8250;1341;3192;9086;41849;1571;59120;59120;1902;62;0;7;5
180000;8800;1328;1848;8306;41031;850;58946;58946;1944;60;0;5;5
186000;8250;1202;23325;9119;41861;1541;59228;59228;2014;32;0;1;5
169000;8250;1041;615;10973;45138;2685;60340;60340;2214;42;0;1;5
195000;9065;1393;2158;8536;41213;853;59218;59218;2177;59;0;2;5
188000;8295;1379;1660;10292;43354;2944;59920;59920;2311;42;0;12;5
170000;8992;1176;3665;9268;41962;1555;59499;59499;2273;62;0;9;5
195000;7575;1217;2468;11286;45145;2444;60676;60676;2576;62;0;4;5
230000;7575;1505;2210;10952;44393;3043;60443;60443;2575;32;0;9;5
210000;7575;1528;2683;10022;42692;2238;59941;59941;2533;42;0;7;5
156000;8000;1195;1287;11842;46069;1748;61129;61129;2714;60;0;12;5
210000;8500;1116;1336;10661;43425;2952;60309;60309;2707;62;0;12;5
181000;7500;1101;2901;11383;44879;2516;60825;60825;2829;61;0;6;5
165000;7500;924;1155;10951;43903;3374;60533;60533;2810;41;0;4;5
135000;8500;1189;3853;10743;43435;2953;60396;60396;2798;62;0;5;5
183000;7500;1375;2100;10709;43357;2874;60375;60375;2799;62;0;8;5
185000;8000;1220;5797;11510;44840;2475;60969;60969;2999;40;0;6;5
215000;8400;1655;8466;11001;43694;3200;60627;60627;2971;61;0;12;5
183000;8560;1122;1552;10969;43602;3107;60607;60607;2970;41;0;10;5
164100;8250;1250;2905;12010;45759;1665;61356;61356;3084;59;0;4;5
215000;8250;1336;855;11775;45237;2085;61188;61188;3104;30;0;11;5
182500;8250;1361;0;11742;45162;2149;61165;61165;3104;35;0;3;5
185000;7500;1297;952;10874;43451;2952;60704;60704;3124;42;0;4;5
205000;8250;1620;5563;11517;44339;2845;61066;61066;3265;60;0;9;5
225000;9720;1437;6296;9810;42290;1807;60414;60414;3131;59;0;10;5
170000;10462;1342;5279;9957;42413;1945;60559;60559;3251;59;0;2;5
225000;7500;1137;4471;12481;46023;1225;61822;61822;3492;30;0;11;5
205000;8855;1596;2982;9314;41673;1296;60536;60536;3461;61;0;2;5
239900;7500;1293;811;12434;45366;1769;61879;61879;3813;30;0;11;5
217500;7500;1467;1320;12057;44538;2582;61625;61625;3811;39;0;12;5
186000;7575;1150;3231;12419;45153;1970;61899;61899;3909;30;0;3;5
179000;8800;1123;1448;10168;42409;2170;61254;61254;4024;45;0;5;5
172000;8850;1031;2512;11632;43977;3155;61791;61791;4145;46;0;6;5
175000;11704;1214;3531;11250;43441;3242;61958;61958;4480;46;0;12;5
269500;12750;2290;5173;11285;43451;3283;62031;62031;4557;46;0;7;5
180000;8625;1048;13293;11752;43906;3328;62318;62318;4734;36;0;10;5
175000;11000;1269;2005;12619;44821;2439;62691;62691;4879;56;0;2;5
245000;9200;1538;1328;12986;45170;2174;62941;62941;5040;46;0;9;5
199000;8800;1129;3994;13034;45183;2213;63050;63050;5154;26;0;11;5
180000;8250;1041;990;11932;43950;3401;62692;62692;5123;36;0;5;5
226000;7500;1521;3459;11709;43682;3643;62646;62646;5150;26;0;12;5
170000;12393;1337;1539;6990;40042;2114;57019;57019;167;43;0;7;4
180000;7500;1225;4544;6983;39895;1973;57084;57084;280;61;0;4;4
155000;8000;1131;9749;6556;39457;1657;57137;57137;450;62;0;2;4
176000;9240;1254;432;7257;40157;1811;57401;57401;545;39;0;1;4
205000;7875;1360;13756;5326;38166;1068;57217;57217;850;43;0;9;4
195000;5250;1294;0;5441;38256;953;57378;57378;997;42;0;6;4
195000;7500;1326;20451;7355;40207;1327;57930;57930;1093;60;0;9;4
197000;7515;1782;32476;3000;35588;0;56933;56933;1082;54;0;6;4
115000;7650;1102;624;5210;37958;639;57533;57533;1226;58;0;9;4
190000;7992;1862;19503;3148;35670;45425;57108;57108;1247;53;0;7;4
200000;6050;1790;1933;5853;38549;470;57972;57972;1549;45;0;4;4
190000;7500;1420;4216;7027;39768;715;58322;58322;1619;56;0;9;4
129000;15723;1157;0;5551;38221;449;57907;57907;1551;62;0;3;4
199000;7875;1456;385;2051;33330;943;57028;57028;1513;54;0;3;5
215400;7875;1423;1351;2277;33723;549;57232;57232;1671;32;0;10;5
186000;7875;1220;6588;2419;33881;389;57354;57354;1775;37;0;4;5
215000;7500;1442;20127;2164;30949;3333;56916;56916;438;59;0;11;5
236000;7950;1723;0;2504;32019;2243;57344;57344;1029;48;0;12;5
227500;7500;2188;0;2528;31208;3094;57284;57284;371;49;0;4;5
210000;7500;1633;2826;3115;34692;30;57877;57877;2195;54;0;4;5
298000;46050;4423;24933;4729;36946;303;58373;58373;2314;27;0;2;4
195000;7500;1613;0;3723;35481;497;58207;58207;2413;55;0;7;5
205000;7500;1853;2995;3408;34869;282;58148;58148;2448;56;0;9;5
207500;7500;1483;1771;3723;35391;469;58267;58267;2489;38;0;4;5
193000;7950;1166;3610;7549;40001;33;59419;59419;2716;30;0;8;4
225000;7500;1507;5465;3066;33279;1162;58027;58027;1583;34;0;11;5
155000;8480;1472;4201;7803;40183;276;59709;59709;2977;45;0;9;4
194000;7950;1550;5221;7666;40031;295;59674;59674;2979;30;0;7;4
200000;7500;1611;0;3561;34462;660;58455;58455;2285;58;0;12;5
185000;8406;1182;1498;7381;39667;411;59687;59687;3083;30;0;2;4
202000;9540;1542;2670;2775;30462;4000;58036;58036;673;57;0;6;5
246000;7500;1583;20460;4277;35585;1020;58864;58864;2961;56;0;12;5
191000;7500;1195;4935;3373;31226;3285;58194;58194;175;37;0;5;5
166000;15050;1669;3540;5903;37730;1029;59519;59519;3346;58;0;9;4
229000;7800;1454;0;3682;32843;1891;58590;58590;799;32;0;8;5
215000;7800;1453;0;3681;32685;2022;58575;58575;677;32;0;7;5
215000;8056;1354;0;3498;31133;3515;58503;58503;473;38;0;12;5
230000;8056;1590;15000;3211;30688;3947;58474;58474;825;58;0;8;5
189900;7623;1239;1869;7174;38986;1447;60294;60294;3884;35;0;5;4
199000;8056;1598;20406;3684;31039;3787;58856;58856;821;38;0;5;5
194900;7500;1248;189;7979;39889;1351;60632;60632;4027;29;0;3;4
155000;7500;918;0;5102;35915;1868;59717;59717;2615;39;0;5;4
208000;8056;1525;0;3594;30901;3989;59004;59004;1038;38;0;9;5
165000;8625;1091;2653;5302;36085;2059;59883;59883;2639;62;0;9;4
210000;8025;1298;2419;4402;31911;3160;59192;59192;337;34;0;5;5
200100;7500;1330;27801;5063;35572;1912;59808;59808;2224;38;0;2;5
204000;7500;1611;0;4942;35271;1886;59764;59764;1989;48;0;2;5
240000;9563;1700;22607;4210;31540;3461;59177;59177;609;58;0;10;5
165000;7500;1500;0;4600;33867;2018;59576;59576;915;58;0;1;5
201500;7700;1512;12142;3780;31072;3979;59281;59281;1095;57;0;2;5
110000;8300;1221;0;3345;30619;4426;59347;59347;1507;57;0;3;5
142200;8500;910;2099;1282;28449;6401;59143;59143;2525;45;0;12;5
162000;7500;1350;0;4828;33734;2298;59797;59797;641;58;0;2;5
150500;8000;1234;0;8678;40369;1835;61314;61314;4624;59;0;12;4
205000;11403;1777;200;1830;28990;5862;59262;59262;2714;0;0;6;5
205000;8585;1750;2889;4395;31667;3613;59584;59584;808;60;0;2;5
207000;7500;1490;0;5038;34331;2285;60009;60009;1008;39;0;5;5
160000;7950;1386;0;2614;29825;5204;59447;59447;2214;30;0;4;5
225000;7950;1386;0;2614;29825;5204;59447;59447;2214;30;0;10;5
207000;7950;1247;0;2634;29830;5236;59519;59519;2261;30;0;12;5
195000;7500;1415;1807;8427;39972;2071;61360;61360;4775;39;0;9;4
215000;7500;1463;21239;5075;33684;2560;60038;60038;422;58;0;4;5
225000;7500;1731;3446;5071;33533;2618;60021;60021;306;59;0;9;5
192500;7500;1135;880;1410;28403;6429;59459;59459;2707;26;0;12;5
203000;7725;1627;1104;4275;31513;3877;59791;59791;1076;60;0;4;5
216000;7500;1576;1617;5152;32601;3202;60013;60013;355;39;0;12;5
190000;7725;1427;0;4319;31530;3970;59943;59943;1173;60;0;9;5
166000;7500;1404;0;5351;34037;2703;60328;60328;507;60;0;3;5
250000;7500;2148;0;5343;33958;2720;60317;60317;446;60;0;8;5
207000;7500;1576;0;5409;33003;3193;60306;60306;233;59;0;8;5
200000;7725;1502;770;2373;29354;5883;59905;59905;2923;41;0;1;5
230000;7950;1535;3325;5647;34440;2889;60620;60620;641;40;0;6;5
170000;7500;951;1348;2082;28951;6276;59925;59925;3269;34;0;12;5
199000;7500;1640;5904;2188;28968;6307;60076;60076;3366;65;0;5;5
225000;7500;1520;908;2890;29797;5707;60242;60242;2835;31;0;6;5
227000;7500;1803;1303;2106;28758;6045;60200;60200;3440;62;0;10;5
220000;4400;1633;0;1243;26679;3648;61341;60753;3130;31;0;10;4
165000;8100;1476;1310;2320;27749;3783;62041;61748;4187;50;0;6;4
223000;7950;1940;1270;2682;27968;3405;62671;62386;4810;61;0;4;4
197500;7500;1176;1068;1762;25915;1639;63186;62166;4178;31;0;6;4
214200;10125;1853;17826;2792;27771;2763;63261;62854;5238;63;0;1;4
185000;7600;1307;0;2860;27675;2570;63451;63018;5394;63;0;4;4
220000;8600;1803;3171;2944;27706;2518;63541;63114;5490;58;0;10;4
141000;8359;1184;736;2342;26571;1725;63587;62767;4955;62;0;2;4
152500;7559;1198;828;2557;26857;1811;63709;62962;5232;62;0;7;4
182000;11770;1531;1232;3408;28070;2471;63887;63530;5913;63;0;10;4
265000;12563;2419;1320;2785;26635;1355;63929;63217;5194;44;0;9;4
170000;8419;1663;1350;2975;26950;1532;64003;63392;5497;58;0;6;4
175000;11120;1250;7524;3504;27571;1708;63941;63850;6162;62;0;9;4
205000;8775;1431;2751;3362;27286;1531;63852;63755;5914;42;0;4;4
195000;9045;1284;1120;3327;27191;1472;63822;63730;5840;41;0;2;4
220000;8475;1292;963;3845;28079;2031;64113;64078;6451;32;0;7;4
220000;9697;1598;9147;3363;26658;942;63419;63419;5513;61;0;8;4
169900;8100;1257;1554;3897;26783;600;62954;62954;5884;61;0;9;4
200000;8250;1542;20215;4208;27336;839;63001;63001;6412;62;0;2;4
222000;7500;1912;6020;4007;26504;274;62663;62663;5802;48;0;4;4
197000;8800;1357;6020;4455;27617;902;62959;62959;6721;62;0;8;4
312000;9180;2375;20414;4334;13967;1451;62463;57487;5153;53;0;11;4
349000;10320;2722;26953;3992;13610;1767;62536;57438;5325;52;0;1;4
465000;10320;2722;26953;3992;13610;1767;62536;57438;5325;52;0;6;4
445000;9059;2202;22234;3607;13208;1384;62621;57385;5566;59;0;7;4
390000;8721;2470;21020;4393;13997;1407;62624;57651;5032;58;0;4;4
520000;15000;2282;36189;3555;13108;1176;62902;57633;5404;59;0;8;4
445000;7875;2394;22678;4660;14754;628;62794;58067;4373;55;0;5;4
515000;9375;2490;26514;4474;14843;556;62947;58243;4184;31;0;12;4
410000;9374;2119;1668;4062;13545;1527;63082;58017;4902;36;0;10;4
590000;15000;3815;22662;3686;13152;1134;62985;58037;5070;39;0;10;5
355000;13296;2539;22031;4665;14348;997;63057;58276;4344;57;0;8;4
400000;8800;2699;25391;4173;13513;1303;62421;58706;4411;59;0;5;4
550000;9360;2097;21274;4022;13349;1153;62377;58710;4487;31;0;12;5
342000;8800;2211;20897;4322;13631;1321;62276;58875;4213;59;0;12;4
888000;15000;4254;35933;3896;13232;857;62015;59010;4284;39;0;5;5
674000;7500;2598;19989;2540;11929;45448;61530;59193;5020;21;0;6;5
415000;7500;2054;0;2848;12308;45478;61428;59386;4642;36;0;11;4
565000;8000;2003;23252;2127;11545;45483;61339;59312;5215;26;0;1;5
450000;8740;2290;21330;2140;11625;0;61176;59466;5056;56;0;12;4
980000;13700;3515;35842;3880;13449;1059;61163;59849;3533;31;0;7;5
440000;7500;1832;2868;1819;11336;45370;61002;59605;5199;26;0;6;4
427000;7500;2266;3121;2857;14943;1996;61255;60268;2491;31;0;9;4
397000;7614;1843;691;3230;14224;1826;61031;60273;2847;26;0;3;4
1375000;10130;3319;31836;2054;15908;1991;61165;60604;1730;15;0;8;5
540000;11000;1803;20174;1408;11018;12;60596;59920;5264;36;0;1;4
302000;7500;1955;12392;2920;14469;2066;60872;60498;2538;57;0;8;4
485000;12060;2368;23699;3285;13858;1449;60746;60426;2900;54;0;5;4
450000;8960;2369;23903;2003;11620;45326;60524;60124;4699;52;0;6;4
385000;11479;2526;21229;3207;13858;1449;60642;60527;2819;21;0;3;5
705000;11479;2526;21229;3207;13858;1449;60642;60527;2819;21;0;10;5
420000;7500;2580;1520;2680;14590;2175;60667;60667;2298;47;0;6;4
1190000;20000;3910;42898;1313;10940;0;60277;60185;5124;31;0;7;5
1918000;10111;5042;34928;661;17671;1617;61017;61017;413;16;0;7;5
375000;7500;1550;1770;2365;14994;2572;60657;60657;1988;21;0;12;4
535000;7500;2267;22267;2560;14605;2173;60515;60515;2176;56;0;4;4
455900;8736;2665;32966;1979;11606;0;60178;60178;4551;41;0;9;5
850000;8736;2934;19992;1747;11372;0;60153;60153;4752;16;0;12;5
728900;12500;2679;17721;2816;12444;45329;60230;60230;3781;31;0;12;5
1295000;7944;2940;29586;1228;16529;2316;60600;60600;907;16;0;1;5
572300;12500;3011;16088;2829;12453;45293;60130;60130;3723;57;0;2;4
375000;8325;2378;2400;1632;11235;45396;59954;59954;4795;44;0;6;4
475000;11725;2414;3259;2598;14229;1766;60114;60114;2210;36;0;12;4
530000;7500;2374;488;2013;15043;2580;60220;60220;1630;26;0;4;5
771000;10367;3236;33830;2423;12012;0;59849;59849;3986;31;0;9;5
745000;10800;3874;29791;1896;14556;2153;59434;59434;1508;31;0;10;5
660000;10494;3159;31980;3324;12857;711;59211;59211;2946;36;0;6;5
530000;11160;2863;2201;2302;14027;1668;59294;59294;1917;55;0;8;4
520000;11160;2788;25328;3003;13217;973;59188;59188;2622;47;0;11;4
750000;11160;2862;25955;3082;13122;903;59177;59177;2702;26;0;7;5
810000;13308;3005;31869;2643;12071;173;59035;59035;3620;31;0;7;5
490000;11400;2437;25825;1784;14572;2220;59246;59246;1396;49;0;9;4
499000;11160;2894;16628;2389;13863;1570;59148;59148;2006;31;0;12;4
302000;7500;2352;26990;1823;11256;0;58913;58913;4390;46;0;1;5
460000;7500;2352;26990;1823;11256;0;58913;58913;4390;46;0;4;5
421000;11500;2113;5577;670;10110;1;58726;58726;5428;41;0;4;4
970000;3283;3315;8000;1503;14740;2529;58925;58925;1118;6;0;1;5
515000;9175;2141;31028;678;10125;0;58392;58392;5375;60;0;12;4
610000;12420;3610;968;2790;12239;569;58491;58491;3271;50;0;7;4
595000;9592;2751;770;2459;13467;1667;58493;58493;2093;55;0;5;4
725000;14136;2814;24294;1379;10841;199;57932;57932;4530;47;0;1;4
827000;4206;4089;14495;881;15068;3134;58332;58332;506;21;0;1;5
950000;4297;3541;0;1166;14705;2943;58127;58127;801;5;0;6;5
703000;10000;2851;35729;2409;13319;1809;57935;57935;2061;31;0;2;4
650000;14212;2453;18690;1850;13889;2292;57937;57937;1498;31;0;9;4
615000;11440;2865;26033;1793;11265;575;57633;57633;4087;48;0;5;4
490000;14188;2285;28002;1382;10862;205;57501;57501;4271;38;0;3;4
355000;11250;2158;32864;2494;13169;1973;57499;57499;2168;46;0;5;2
730000;12676;3591;38395;2044;13567;2363;57382;57382;1721;34;0;12;5
400000;7500;1951;21456;1301;14324;3008;57380;57380;976;54;0;5;4
725000;11470;3178;28964;2991;12595;2046;56968;56968;2674;41;0;12;5
440000;11856;2457;21962;2675;12196;1819;56681;56681;2997;48;0;10;4
420000;9500;2446;2178;2549;13024;2576;56664;56664;2231;49;0;7;4
230000;5400;1393;425;533;10065;932;56392;56392;5222;36;0;2;4
560000;8100;2591;26616;798;14790;3823;56670;56670;475;43;0;2;4
493500;4896;2709;1715;732;10289;1132;56205;56205;4963;26;0;2;4
520000;8587;2376;4890;1575;13989;3362;56463;56463;1249;53;0;8;4
600000;4600;2609;1612;967;10526;1165;56184;56184;4725;23;0;12;5
527500;8175;2378;32387;1014;14601;3870;56366;56366;675;29;0;5;4
550000;11990;2100;20628;1083;14487;3796;56350;56350;745;49;0;11;4
325000;8640;1710;385;739;10323;1385;55900;55900;4960;58;0;9;4
505000;9317;2834;21911;475;15138;4339;56309;56309;131;54;0;2;4
450000;8250;2754;21038;1010;14642;4201;55944;55944;662;43;0;5;4
700000;7324;2286;23622;2722;12345;2531;55659;55659;2950;21;0;8;5
375000;8000;2596;25951;937;14725;4329;55864;55864;591;45;0;4;4
620000;12011;2893;22749;2260;13403;3506;55387;55387;1918;42;0;6;4
310000;7923;1480;1100;757;10427;2175;55136;55136;4927;53;0;2;4
493000;7950;2158;20069;1139;14568;4809;54950;54950;829;43;0;4;4
975000;14556;4469;25011;2050;11739;3007;54539;54539;3662;35;0;8;5
613000;9600;2904;24944;2562;12255;3333;54564;54564;3116;41;0;1;5
530000;8268;2188;4242;1280;14443;4934;54558;54558;992;43;0;11;5
815000;9600;3279;28859;2226;11936;3432;54221;54221;3524;21;0;9;5
810000;9600;2984;25448;2570;12282;3603;54263;54263;3126;21;0;6;5
579000;9000;1528;36682;1774;11486;3304;54201;54201;3926;21;0;1;5
650000;8268;2180;32002;1277;14454;5042;54392;54392;997;21;0;5;5
571400;11250;2789;18429;978;14718;5299;54336;54336;703;39;0;12;4
550000;11530;2991;33320;388;15357;5805;54415;54415;121;27;0;3;4
440000;8000;2367;37014;801;14974;5599;54184;54184;536;16;0;5;5
645000;8000;2367;37014;801;14974;5599;54184;54184;536;16;0;12;5
520000;8400;2823;5504;716;15070;5764;54068;54068;462;23;0;4;4
445000;8400;2736;28329;1049;14737;5523;54008;54008;792;32;0;6;4
290000;7967;1528;2455;797;10545;3740;53550;53550;4979;58;0;5;2
300000;8000;1454;998;1669;11418;3894;53541;53541;4110;59;0;9;4
525000;8532;2733;50090;213;21309;573;63060;60530;407;2;0;8;5
375000;3520;1902;1207;723;21986;553;63146;60828;915;2;0;5;5
385000;3520;1902;2475;1086;22420;288;63174;61012;1286;2;0;4;5
396000;3850;1983;3679;322;21158;683;63267;60793;518;2;0;9;5
469000;6092;2311;1552;810;21792;838;63331;61016;1004;2;0;3;5
440000;3850;2405;37434;1391;22479;547;63338;61382;1582;2;0;8;5
385000;4478;2146;4032;633;21313;994;63025;61123;830;2;0;9;5
434000;4068;2405;960;1286;22135;914;63070;61454;1479;3;0;11;5
479400;4400;2733;960;541;21011;902;62813;61184;738;3;0;4;5
475000;5202;2311;960;1427;22263;881;63032;61559;1620;3;0;7;5
430000;5215;2405;960;1043;21689;1310;62838;61430;1239;3;0;8;5
490000;3925;2450;39974;1578;22390;863;62988;61677;1771;3;0;10;5
360000;3989;2028;0;1122;21757;1276;62838;61477;1318;3;0;8;5
470000;3988;2311;40653;1154;21791;1261;62837;61496;1349;3;0;5;5
390000;4950;2028;0;1720;22502;855;62930;61793;1913;3;0;10;5
430000;4448;2431;0;1286;21798;1384;62672;61662;1482;3;0;6;5
400000;3300;1781;4132;1758;22414;1015;62784;61894;1952;3;0;2;5
530000;4448;2604;400;1508;22009;1316;62634;61817;1704;3;0;5;5
475000;4994;2440;7439;2116;22530;1255;62414;62306;2311;3;0;5;5
220000;7875;1334;1680;548;19769;1712;61351;61351;746;16;0;6;2
228000;7500;1647;950;682;19672;1969;61081;61081;876;31;0;9;2
196000;7891;1561;770;242;18840;2001;60859;60859;447;59;0;1;2
260000;11173;1663;1391;473;18909;2253;60616;60616;689;57;0;12;2
232000;8346;1716;1920;1156;20008;2328;60827;60827;1350;31;0;6;2
245000;8025;1604;1248;630;19042;2400;60533;60533;844;21;0;10;2
305000;8125;1519;25312;408;18664;2381;60458;60458;640;16;0;12;4
260000;8025;1706;0;1447;20291;2484;60740;60740;1643;31;0;10;4
265000;7650;1900;24626;1726;20573;2635;60665;60665;1924;21;0;4;2
245000;8560;1939;5382;1373;19892;2703;60433;60433;1568;31;0;9;2
250000;8239;1608;1242;1987;20702;2883;60458;60458;2184;31;0;7;4
200000;7650;1664;0;418;18206;2800;59962;59962;689;21;0;1;2
219000;9696;1747;0;1823;20439;2864;60384;60384;2017;31;0;4;2
315000;12600;2022;20921;1416;19564;3015;60008;60008;1627;36;0;4;5
329000;4060;2043;16375;2014;20468;3057;60208;60208;2207;11;0;3;5
350000;4290;2271;16375;2282;20732;3211;60126;60126;2477;11;0;10;5
320000;5997;1912;0;4110;23426;2303;60699;60699;4306;17;0;8;5
288000;4828;1759;0;4102;23321;2418;60638;60638;4298;27;0;12;5
225000;7875;1912;440;2044;19788;3663;59429;59429;2267;49;0;4;5
307500;4950;1938;16750;2784;20756;3866;59494;59494;2979;36;0;10;5
150000;4875;1938;16750;3077;21018;4039;59424;59424;3272;36;0;11;5
310000;4841;2079;16750;2994;20892;4038;59382;59382;3189;36;0;4;5
290000;5250;1935;16625;3353;21399;4127;59467;59467;3548;37;0;8;5
305000;4725;1935;16625;3146;21079;4110;59369;59369;3340;37;0;6;5
335000;4457;1947;16750;2963;20742;4103;59262;59262;3163;36;0;11;5
225000;7875;1556;0;1877;18985;4070;58849;58849;2156;62;0;11;5
306000;4410;1935;16625;3287;21140;4253;59256;59256;3482;37;0;5;5
349000;4706;2140;16500;3409;21276;4327;59238;59238;3603;38;0;7;5
285000;4906;1968;16500;3394;21229;4336;59204;59204;3589;38;0;6;5
205000;5083;1935;16500;3380;21185;4345;59173;59173;3575;38;0;10;5
280000;5336;1968;16500;3319;21005;4380;59061;59061;3517;38;0;1;5
232000;8400;1591;0;1617;18279;4296;58513;58513;1943;62;0;7;5
300000;4732;1968;16500;3296;20914;4410;59009;59009;3497;38;0;5;5
265000;7875;1652;0;1850;18608;4343;58512;58512;2158;21;0;9;5
375000;5713;2140;16500;3374;20809;4580;58837;58837;3582;38;0;7;5
270000;4475;1968;16500;3533;20995;4652;58844;58844;3736;38;0;5;5
299900;8000;1892;0;1484;17754;4567;58155;58155;1852;16;0;9;5
250000;7800;1892;0;1549;17850;4570;58167;58167;1915;61;0;9;5
390000;7925;2263;17250;4618;22564;3470;59084;59084;4816;22;0;4;5
290000;3714;2342;0;3322;20390;4808;58506;58506;3557;38;0;6;5
279900;7800;2091;122;1738;17857;4808;57941;57941;2108;26;0;7;5
345000;8633;1903;34557;4407;22001;4029;58734;58734;4600;38;0;6;5
265000;7800;1885;4056;1795;17859;4885;57865;57865;2166;26;0;6;5
327500;7875;2380;21975;3243;20094;4974;58226;58226;3500;36;0;11;5
375000;8025;2270;30843;4364;21727;4323;58499;58499;4560;38;0;12;5
269000;7500;1931;1576;1763;17520;5286;57400;57400;2125;60;0;8;5
210000;7500;1575;5040;2783;18833;5370;57576;57576;3126;46;0;3;5
235000;9633;1822;5121;7497;27557;286;59806;59806;8723;50;0;1;4
265000;7875;2033;19769;7489;27207;0;59641;59641;8544;40;0;8;4
188000;7875;1115;416;3258;19449;5502;57540;57540;3568;60;0;11;5
175000;7500;1503;7603;7712;27814;536;59768;59768;8475;51;0;4;4
215000;7500;1503;7603;7712;27814;536;59768;59768;8475;51;0;12;4
220000;8546;1340;0;3438;19531;5675;57396;57396;3751;21;0;5;5
162000;7500;1466;2441;7968;26330;846;58752;58752;8386;48;0;11;4
130000;7500;1172;1875;8224;26474;735;58557;58557;8655;34;0;9;4
227000;7500;1172;1875;8224;26474;735;58557;58557;8655;34;0;12;4
240000;8100;1512;385;3231;18965;6465;56481;56481;3565;36;0;11;5
285000;3000;1861;0;8156;25656;1651;57993;57993;8352;24;0;11;5
290000;3000;1861;0;8069;25531;1783;57951;57951;8265;23;0;9;5
290000;4093;1440;0;8301;25809;1510;57972;57972;8497;14;0;4;5
250000;4331;1861;2606;7970;25218;2095;57735;57735;8166;23;0;11;5
245000;7645;2142;20649;8851;27311;300;58355;58355;8929;50;0;7;4
250000;4326;1440;0;7970;25218;2123;57670;57670;8166;23;0;2;5
199000;7500;1572;900;5152;20936;5657;56431;56431;5456;59;0;4;5
240000;10002;2496;23524;9093;27615;112;58253;58253;8612;50;0;7;4
218000;7700;1424;1459;2671;18475;7168;55707;55707;2972;36;0;4;5
283000;4243;1999;0;8686;25855;1764;57478;57478;8882;25;0;5;5
240000;7500;1664;22240;9250;26975;823;57771;57771;9241;48;0;11;4
270000;4249;2130;6051;8765;25868;1797;57390;57390;8960;25;0;4;5
154000;7700;1159;0;2779;18593;7396;55501;55501;3067;60;0;4;5
174000;7500;1175;0;5153;20971;5845;55949;55949;5430;59;0;5;5
180000;7500;1063;0;5077;20899;5956;55838;55838;5349;59;0;11;5
199000;8800;1115;3733;3626;19449;7284;55483;55483;3901;60;0;4;5
210000;7500;1115;0;5002;20831;6089;55670;55670;5265;21;0;6;5
180000;8800;1115;12386;3627;19457;7344;55333;55333;3893;60;0;6;5
171000;11741;1561;12740;9362;26249;1692;57028;57028;9558;48;0;6;4
178000;7500;1250;18121;7364;37700;3243;61615;61615;3135;61;0;3;4
239000;7700;1403;1008;7041;37099;3456;61512;61512;2591;31;0;12;4
220000;8055;1909;858;8999;39816;3232;62416;62416;4904;36;0;5;4
205000;7600;1741;11941;7081;36463;3919;61791;61791;1798;60;0;11;4
225000;7600;1899;4771;6959;36160;3847;61740;61740;1523;55;0;10;4
225000;7725;1606;2920;3330;29883;5945;60912;60912;3272;59;0;6;4
235000;7500;1711;1270;8034;37998;3828;62302;62302;3073;39;0;9;4
232000;7500;2044;488;8397;38535;3832;62473;62473;3548;40;0;7;4
151100;7500;1320;533;8339;38435;3839;62455;62455;3454;60;0;12;4
230000;7500;1666;22648;5567;32476;4487;61338;61338;1462;40;0;10;4
246000;7500;1899;2455;8074;37941;3932;62379;62379;2973;60;0;8;4
240000;7500;1681;900;4822;31578;5059;61292;61292;2192;30;0;8;4
182000;10800;1564;194;6387;33298;4353;61667;61667;977;57;0;3;4
220000;7500;1638;17769;5928;32784;4573;61615;61615;1413;60;0;4;4
230000;8276;1635;17649;5405;32191;4851;61543;61543;1847;41;0;12;4
148000;8718;1161;2052;5270;32033;4935;61523;61523;1962;60;0;6;4
194000;7500;1330;0;2776;28968;5247;61299;61299;4306;35;0;7;4
201000;9125;1699;1834;5780;32548;4827;61744;61744;1697;60;0;12;4
142500;8500;1355;1100;5043;31658;5301;61628;61628;2382;60;0;1;4
229000;9030;1617;1100;8614;38356;4279;62847;62847;3163;57;0;7;4
205000;8217;1508;22812;8099;37335;4511;62665;62665;2205;59;0;3;4
220000;10780;1864;0;3354;29581;5280;61536;61536;3957;58;0;2;4
245000;10780;1689;1693;3408;29593;5209;61620;61620;4011;38;0;12;4
185000;7854;1186;2891;3027;29022;4981;61643;61643;4536;31;0;4;4
230000;10100;1735;1089;4729;31048;5018;61992;61992;3148;41;0;8;4
220000;7500;1691;6931;5154;31493;5018;62061;62061;2850;41;0;7;4
162000;7875;1417;2501;6730;33408;5008;62356;62356;1372;57;0;3;4
185000;7800;1844;0;7035;33749;4950;62418;62418;1124;58;0;8;4
163000;8158;979;3736;3517;29498;4869;61918;61918;4352;43;0;8;4
210000;7875;1891;2761;7023;33690;4991;62514;62514;1243;58;0;6;4
200000;7800;1780;1460;8678;37550;5015;63260;63260;2122;57;0;7;4
153000;7500;979;1020;3187;28785;4486;62045;62045;4729;63;0;1;4
